"County","stops_per_month","month","total_stops","avg_stops","percent_diff_stops_than_avg","long","lat","group","order","region","hover"
"ADAMS",28.9666666666667,1,222,44.4,53.3,-89.7824859619141,43.6421928405762,2988,88960,"wisconsin","ADAMS <br> Stops this Month 222 Percent Difference from Average Month 0.532796317606444 <br>"
"ADAMS",28.9666666666667,2,133,26.6,-8.2,-89.7824859619141,43.6421928405762,2988,88960,"wisconsin","ADAMS <br> Stops this Month 133 Percent Difference from Average Month -0.0817031070195626 <br>"
"ADAMS",28.9666666666667,3,134,26.8,-7.5,-89.7824859619141,43.6421928405762,2988,88960,"wisconsin","ADAMS <br> Stops this Month 134 Percent Difference from Average Month -0.0747986191024165 <br>"
"ADAMS",28.9666666666667,4,150,30,3.6,-89.7824859619141,43.6421928405762,2988,88960,"wisconsin","ADAMS <br> Stops this Month 150 Percent Difference from Average Month 0.0356731875719218 <br>"
"ADAMS",28.9666666666667,5,208,41.6,43.6,-89.7824859619141,43.6421928405762,2988,88960,"wisconsin","ADAMS <br> Stops this Month 208 Percent Difference from Average Month 0.436133486766398 <br>"
"ADAMS",28.9666666666667,6,110,22,-24.1,-89.7824859619141,43.6421928405762,2988,88960,"wisconsin","ADAMS <br> Stops this Month 110 Percent Difference from Average Month -0.240506329113924 <br>"
"ADAMS",28.9666666666667,7,140,28,-3.3,-89.7824859619141,43.6421928405762,2988,88960,"wisconsin","ADAMS <br> Stops this Month 140 Percent Difference from Average Month -0.0333716915995396 <br>"
"ADAMS",28.9666666666667,8,128,25.6,-11.6,-89.7824859619141,43.6421928405762,2988,88960,"wisconsin","ADAMS <br> Stops this Month 128 Percent Difference from Average Month -0.116225546605293 <br>"
"ADAMS",28.9666666666667,9,128,25.6,-11.6,-89.7824859619141,43.6421928405762,2988,88960,"wisconsin","ADAMS <br> Stops this Month 128 Percent Difference from Average Month -0.116225546605293 <br>"
"ADAMS",28.9666666666667,10,154,30.8,6.3,-89.7824859619141,43.6421928405762,2988,88960,"wisconsin","ADAMS <br> Stops this Month 154 Percent Difference from Average Month 0.0632911392405064 <br>"
"ADAMS",28.9666666666667,11,118,23.6,-18.5,-89.7824859619141,43.6421928405762,2988,88960,"wisconsin","ADAMS <br> Stops this Month 118 Percent Difference from Average Month -0.185270425776755 <br>"
"ADAMS",28.9666666666667,12,113,22.6,-22,-89.7824859619141,43.6421928405762,2988,88960,"wisconsin","ADAMS <br> Stops this Month 113 Percent Difference from Average Month -0.219792865362486 <br>"
"ADAMS",28.9666666666667,1,222,44.4,53.3,-89.7767562866211,43.665111541748,2988,88961,"wisconsin","ADAMS <br> Stops this Month 222 Percent Difference from Average Month 0.532796317606444 <br>"
"ADAMS",28.9666666666667,2,133,26.6,-8.2,-89.7767562866211,43.665111541748,2988,88961,"wisconsin","ADAMS <br> Stops this Month 133 Percent Difference from Average Month -0.0817031070195626 <br>"
"ADAMS",28.9666666666667,3,134,26.8,-7.5,-89.7767562866211,43.665111541748,2988,88961,"wisconsin","ADAMS <br> Stops this Month 134 Percent Difference from Average Month -0.0747986191024165 <br>"
"ADAMS",28.9666666666667,4,150,30,3.6,-89.7767562866211,43.665111541748,2988,88961,"wisconsin","ADAMS <br> Stops this Month 150 Percent Difference from Average Month 0.0356731875719218 <br>"
"ADAMS",28.9666666666667,5,208,41.6,43.6,-89.7767562866211,43.665111541748,2988,88961,"wisconsin","ADAMS <br> Stops this Month 208 Percent Difference from Average Month 0.436133486766398 <br>"
"ADAMS",28.9666666666667,6,110,22,-24.1,-89.7767562866211,43.665111541748,2988,88961,"wisconsin","ADAMS <br> Stops this Month 110 Percent Difference from Average Month -0.240506329113924 <br>"
"ADAMS",28.9666666666667,7,140,28,-3.3,-89.7767562866211,43.665111541748,2988,88961,"wisconsin","ADAMS <br> Stops this Month 140 Percent Difference from Average Month -0.0333716915995396 <br>"
"ADAMS",28.9666666666667,8,128,25.6,-11.6,-89.7767562866211,43.665111541748,2988,88961,"wisconsin","ADAMS <br> Stops this Month 128 Percent Difference from Average Month -0.116225546605293 <br>"
"ADAMS",28.9666666666667,9,128,25.6,-11.6,-89.7767562866211,43.665111541748,2988,88961,"wisconsin","ADAMS <br> Stops this Month 128 Percent Difference from Average Month -0.116225546605293 <br>"
"ADAMS",28.9666666666667,10,154,30.8,6.3,-89.7767562866211,43.665111541748,2988,88961,"wisconsin","ADAMS <br> Stops this Month 154 Percent Difference from Average Month 0.0632911392405064 <br>"
"ADAMS",28.9666666666667,11,118,23.6,-18.5,-89.7767562866211,43.665111541748,2988,88961,"wisconsin","ADAMS <br> Stops this Month 118 Percent Difference from Average Month -0.185270425776755 <br>"
"ADAMS",28.9666666666667,12,113,22.6,-22,-89.7767562866211,43.665111541748,2988,88961,"wisconsin","ADAMS <br> Stops this Month 113 Percent Difference from Average Month -0.219792865362486 <br>"
"ADAMS",28.9666666666667,1,222,44.4,53.3,-89.7939453125,43.6765747070312,2988,88962,"wisconsin","ADAMS <br> Stops this Month 222 Percent Difference from Average Month 0.532796317606444 <br>"
"ADAMS",28.9666666666667,2,133,26.6,-8.2,-89.7939453125,43.6765747070312,2988,88962,"wisconsin","ADAMS <br> Stops this Month 133 Percent Difference from Average Month -0.0817031070195626 <br>"
"ADAMS",28.9666666666667,3,134,26.8,-7.5,-89.7939453125,43.6765747070312,2988,88962,"wisconsin","ADAMS <br> Stops this Month 134 Percent Difference from Average Month -0.0747986191024165 <br>"
"ADAMS",28.9666666666667,4,150,30,3.6,-89.7939453125,43.6765747070312,2988,88962,"wisconsin","ADAMS <br> Stops this Month 150 Percent Difference from Average Month 0.0356731875719218 <br>"
"ADAMS",28.9666666666667,5,208,41.6,43.6,-89.7939453125,43.6765747070312,2988,88962,"wisconsin","ADAMS <br> Stops this Month 208 Percent Difference from Average Month 0.436133486766398 <br>"
"ADAMS",28.9666666666667,6,110,22,-24.1,-89.7939453125,43.6765747070312,2988,88962,"wisconsin","ADAMS <br> Stops this Month 110 Percent Difference from Average Month -0.240506329113924 <br>"
"ADAMS",28.9666666666667,7,140,28,-3.3,-89.7939453125,43.6765747070312,2988,88962,"wisconsin","ADAMS <br> Stops this Month 140 Percent Difference from Average Month -0.0333716915995396 <br>"
"ADAMS",28.9666666666667,8,128,25.6,-11.6,-89.7939453125,43.6765747070312,2988,88962,"wisconsin","ADAMS <br> Stops this Month 128 Percent Difference from Average Month -0.116225546605293 <br>"
"ADAMS",28.9666666666667,9,128,25.6,-11.6,-89.7939453125,43.6765747070312,2988,88962,"wisconsin","ADAMS <br> Stops this Month 128 Percent Difference from Average Month -0.116225546605293 <br>"
"ADAMS",28.9666666666667,10,154,30.8,6.3,-89.7939453125,43.6765747070312,2988,88962,"wisconsin","ADAMS <br> Stops this Month 154 Percent Difference from Average Month 0.0632911392405064 <br>"
"ADAMS",28.9666666666667,11,118,23.6,-18.5,-89.7939453125,43.6765747070312,2988,88962,"wisconsin","ADAMS <br> Stops this Month 118 Percent Difference from Average Month -0.185270425776755 <br>"
"ADAMS",28.9666666666667,12,113,22.6,-22,-89.7939453125,43.6765747070312,2988,88962,"wisconsin","ADAMS <br> Stops this Month 113 Percent Difference from Average Month -0.219792865362486 <br>"
"ADAMS",28.9666666666667,1,222,44.4,53.3,-89.8168640136719,43.6880302429199,2988,88963,"wisconsin","ADAMS <br> Stops this Month 222 Percent Difference from Average Month 0.532796317606444 <br>"
"ADAMS",28.9666666666667,2,133,26.6,-8.2,-89.8168640136719,43.6880302429199,2988,88963,"wisconsin","ADAMS <br> Stops this Month 133 Percent Difference from Average Month -0.0817031070195626 <br>"
"ADAMS",28.9666666666667,3,134,26.8,-7.5,-89.8168640136719,43.6880302429199,2988,88963,"wisconsin","ADAMS <br> Stops this Month 134 Percent Difference from Average Month -0.0747986191024165 <br>"
"ADAMS",28.9666666666667,4,150,30,3.6,-89.8168640136719,43.6880302429199,2988,88963,"wisconsin","ADAMS <br> Stops this Month 150 Percent Difference from Average Month 0.0356731875719218 <br>"
"ADAMS",28.9666666666667,5,208,41.6,43.6,-89.8168640136719,43.6880302429199,2988,88963,"wisconsin","ADAMS <br> Stops this Month 208 Percent Difference from Average Month 0.436133486766398 <br>"
"ADAMS",28.9666666666667,6,110,22,-24.1,-89.8168640136719,43.6880302429199,2988,88963,"wisconsin","ADAMS <br> Stops this Month 110 Percent Difference from Average Month -0.240506329113924 <br>"
"ADAMS",28.9666666666667,7,140,28,-3.3,-89.8168640136719,43.6880302429199,2988,88963,"wisconsin","ADAMS <br> Stops this Month 140 Percent Difference from Average Month -0.0333716915995396 <br>"
"ADAMS",28.9666666666667,8,128,25.6,-11.6,-89.8168640136719,43.6880302429199,2988,88963,"wisconsin","ADAMS <br> Stops this Month 128 Percent Difference from Average Month -0.116225546605293 <br>"
"ADAMS",28.9666666666667,9,128,25.6,-11.6,-89.8168640136719,43.6880302429199,2988,88963,"wisconsin","ADAMS <br> Stops this Month 128 Percent Difference from Average Month -0.116225546605293 <br>"
"ADAMS",28.9666666666667,10,154,30.8,6.3,-89.8168640136719,43.6880302429199,2988,88963,"wisconsin","ADAMS <br> Stops this Month 154 Percent Difference from Average Month 0.0632911392405064 <br>"
"ADAMS",28.9666666666667,11,118,23.6,-18.5,-89.8168640136719,43.6880302429199,2988,88963,"wisconsin","ADAMS <br> Stops this Month 118 Percent Difference from Average Month -0.185270425776755 <br>"
"ADAMS",28.9666666666667,12,113,22.6,-22,-89.8168640136719,43.6880302429199,2988,88963,"wisconsin","ADAMS <br> Stops this Month 113 Percent Difference from Average Month -0.219792865362486 <br>"
"ADAMS",28.9666666666667,1,222,44.4,53.3,-89.8340530395508,43.7166786193848,2988,88964,"wisconsin","ADAMS <br> Stops this Month 222 Percent Difference from Average Month 0.532796317606444 <br>"
"ADAMS",28.9666666666667,2,133,26.6,-8.2,-89.8340530395508,43.7166786193848,2988,88964,"wisconsin","ADAMS <br> Stops this Month 133 Percent Difference from Average Month -0.0817031070195626 <br>"
"ADAMS",28.9666666666667,3,134,26.8,-7.5,-89.8340530395508,43.7166786193848,2988,88964,"wisconsin","ADAMS <br> Stops this Month 134 Percent Difference from Average Month -0.0747986191024165 <br>"
"ADAMS",28.9666666666667,4,150,30,3.6,-89.8340530395508,43.7166786193848,2988,88964,"wisconsin","ADAMS <br> Stops this Month 150 Percent Difference from Average Month 0.0356731875719218 <br>"
"ADAMS",28.9666666666667,5,208,41.6,43.6,-89.8340530395508,43.7166786193848,2988,88964,"wisconsin","ADAMS <br> Stops this Month 208 Percent Difference from Average Month 0.436133486766398 <br>"
"ADAMS",28.9666666666667,6,110,22,-24.1,-89.8340530395508,43.7166786193848,2988,88964,"wisconsin","ADAMS <br> Stops this Month 110 Percent Difference from Average Month -0.240506329113924 <br>"
"ADAMS",28.9666666666667,7,140,28,-3.3,-89.8340530395508,43.7166786193848,2988,88964,"wisconsin","ADAMS <br> Stops this Month 140 Percent Difference from Average Month -0.0333716915995396 <br>"
"ADAMS",28.9666666666667,8,128,25.6,-11.6,-89.8340530395508,43.7166786193848,2988,88964,"wisconsin","ADAMS <br> Stops this Month 128 Percent Difference from Average Month -0.116225546605293 <br>"
"ADAMS",28.9666666666667,9,128,25.6,-11.6,-89.8340530395508,43.7166786193848,2988,88964,"wisconsin","ADAMS <br> Stops this Month 128 Percent Difference from Average Month -0.116225546605293 <br>"
"ADAMS",28.9666666666667,10,154,30.8,6.3,-89.8340530395508,43.7166786193848,2988,88964,"wisconsin","ADAMS <br> Stops this Month 154 Percent Difference from Average Month 0.0632911392405064 <br>"
"ADAMS",28.9666666666667,11,118,23.6,-18.5,-89.8340530395508,43.7166786193848,2988,88964,"wisconsin","ADAMS <br> Stops this Month 118 Percent Difference from Average Month -0.185270425776755 <br>"
"ADAMS",28.9666666666667,12,113,22.6,-22,-89.8340530395508,43.7166786193848,2988,88964,"wisconsin","ADAMS <br> Stops this Month 113 Percent Difference from Average Month -0.219792865362486 <br>"
"ADAMS",28.9666666666667,1,222,44.4,53.3,-89.8340530395508,43.7567863464355,2988,88965,"wisconsin","ADAMS <br> Stops this Month 222 Percent Difference from Average Month 0.532796317606444 <br>"
"ADAMS",28.9666666666667,2,133,26.6,-8.2,-89.8340530395508,43.7567863464355,2988,88965,"wisconsin","ADAMS <br> Stops this Month 133 Percent Difference from Average Month -0.0817031070195626 <br>"
"ADAMS",28.9666666666667,3,134,26.8,-7.5,-89.8340530395508,43.7567863464355,2988,88965,"wisconsin","ADAMS <br> Stops this Month 134 Percent Difference from Average Month -0.0747986191024165 <br>"
"ADAMS",28.9666666666667,4,150,30,3.6,-89.8340530395508,43.7567863464355,2988,88965,"wisconsin","ADAMS <br> Stops this Month 150 Percent Difference from Average Month 0.0356731875719218 <br>"
"ADAMS",28.9666666666667,5,208,41.6,43.6,-89.8340530395508,43.7567863464355,2988,88965,"wisconsin","ADAMS <br> Stops this Month 208 Percent Difference from Average Month 0.436133486766398 <br>"
"ADAMS",28.9666666666667,6,110,22,-24.1,-89.8340530395508,43.7567863464355,2988,88965,"wisconsin","ADAMS <br> Stops this Month 110 Percent Difference from Average Month -0.240506329113924 <br>"
"ADAMS",28.9666666666667,7,140,28,-3.3,-89.8340530395508,43.7567863464355,2988,88965,"wisconsin","ADAMS <br> Stops this Month 140 Percent Difference from Average Month -0.0333716915995396 <br>"
"ADAMS",28.9666666666667,8,128,25.6,-11.6,-89.8340530395508,43.7567863464355,2988,88965,"wisconsin","ADAMS <br> Stops this Month 128 Percent Difference from Average Month -0.116225546605293 <br>"
"ADAMS",28.9666666666667,9,128,25.6,-11.6,-89.8340530395508,43.7567863464355,2988,88965,"wisconsin","ADAMS <br> Stops this Month 128 Percent Difference from Average Month -0.116225546605293 <br>"
"ADAMS",28.9666666666667,10,154,30.8,6.3,-89.8340530395508,43.7567863464355,2988,88965,"wisconsin","ADAMS <br> Stops this Month 154 Percent Difference from Average Month 0.0632911392405064 <br>"
"ADAMS",28.9666666666667,11,118,23.6,-18.5,-89.8340530395508,43.7567863464355,2988,88965,"wisconsin","ADAMS <br> Stops this Month 118 Percent Difference from Average Month -0.185270425776755 <br>"
"ADAMS",28.9666666666667,12,113,22.6,-22,-89.8340530395508,43.7567863464355,2988,88965,"wisconsin","ADAMS <br> Stops this Month 113 Percent Difference from Average Month -0.219792865362486 <br>"
"ADAMS",28.9666666666667,1,222,44.4,53.3,-89.8397827148438,43.7797050476074,2988,88966,"wisconsin","ADAMS <br> Stops this Month 222 Percent Difference from Average Month 0.532796317606444 <br>"
"ADAMS",28.9666666666667,2,133,26.6,-8.2,-89.8397827148438,43.7797050476074,2988,88966,"wisconsin","ADAMS <br> Stops this Month 133 Percent Difference from Average Month -0.0817031070195626 <br>"
"ADAMS",28.9666666666667,3,134,26.8,-7.5,-89.8397827148438,43.7797050476074,2988,88966,"wisconsin","ADAMS <br> Stops this Month 134 Percent Difference from Average Month -0.0747986191024165 <br>"
"ADAMS",28.9666666666667,4,150,30,3.6,-89.8397827148438,43.7797050476074,2988,88966,"wisconsin","ADAMS <br> Stops this Month 150 Percent Difference from Average Month 0.0356731875719218 <br>"
"ADAMS",28.9666666666667,5,208,41.6,43.6,-89.8397827148438,43.7797050476074,2988,88966,"wisconsin","ADAMS <br> Stops this Month 208 Percent Difference from Average Month 0.436133486766398 <br>"
"ADAMS",28.9666666666667,6,110,22,-24.1,-89.8397827148438,43.7797050476074,2988,88966,"wisconsin","ADAMS <br> Stops this Month 110 Percent Difference from Average Month -0.240506329113924 <br>"
"ADAMS",28.9666666666667,7,140,28,-3.3,-89.8397827148438,43.7797050476074,2988,88966,"wisconsin","ADAMS <br> Stops this Month 140 Percent Difference from Average Month -0.0333716915995396 <br>"
"ADAMS",28.9666666666667,8,128,25.6,-11.6,-89.8397827148438,43.7797050476074,2988,88966,"wisconsin","ADAMS <br> Stops this Month 128 Percent Difference from Average Month -0.116225546605293 <br>"
"ADAMS",28.9666666666667,9,128,25.6,-11.6,-89.8397827148438,43.7797050476074,2988,88966,"wisconsin","ADAMS <br> Stops this Month 128 Percent Difference from Average Month -0.116225546605293 <br>"
"ADAMS",28.9666666666667,10,154,30.8,6.3,-89.8397827148438,43.7797050476074,2988,88966,"wisconsin","ADAMS <br> Stops this Month 154 Percent Difference from Average Month 0.0632911392405064 <br>"
"ADAMS",28.9666666666667,11,118,23.6,-18.5,-89.8397827148438,43.7797050476074,2988,88966,"wisconsin","ADAMS <br> Stops this Month 118 Percent Difference from Average Month -0.185270425776755 <br>"
"ADAMS",28.9666666666667,12,113,22.6,-22,-89.8397827148438,43.7797050476074,2988,88966,"wisconsin","ADAMS <br> Stops this Month 113 Percent Difference from Average Month -0.219792865362486 <br>"
"ADAMS",28.9666666666667,1,222,44.4,53.3,-89.8627014160156,43.7968940734863,2988,88967,"wisconsin","ADAMS <br> Stops this Month 222 Percent Difference from Average Month 0.532796317606444 <br>"
"ADAMS",28.9666666666667,2,133,26.6,-8.2,-89.8627014160156,43.7968940734863,2988,88967,"wisconsin","ADAMS <br> Stops this Month 133 Percent Difference from Average Month -0.0817031070195626 <br>"
"ADAMS",28.9666666666667,3,134,26.8,-7.5,-89.8627014160156,43.7968940734863,2988,88967,"wisconsin","ADAMS <br> Stops this Month 134 Percent Difference from Average Month -0.0747986191024165 <br>"
"ADAMS",28.9666666666667,4,150,30,3.6,-89.8627014160156,43.7968940734863,2988,88967,"wisconsin","ADAMS <br> Stops this Month 150 Percent Difference from Average Month 0.0356731875719218 <br>"
"ADAMS",28.9666666666667,5,208,41.6,43.6,-89.8627014160156,43.7968940734863,2988,88967,"wisconsin","ADAMS <br> Stops this Month 208 Percent Difference from Average Month 0.436133486766398 <br>"
"ADAMS",28.9666666666667,6,110,22,-24.1,-89.8627014160156,43.7968940734863,2988,88967,"wisconsin","ADAMS <br> Stops this Month 110 Percent Difference from Average Month -0.240506329113924 <br>"
"ADAMS",28.9666666666667,7,140,28,-3.3,-89.8627014160156,43.7968940734863,2988,88967,"wisconsin","ADAMS <br> Stops this Month 140 Percent Difference from Average Month -0.0333716915995396 <br>"
"ADAMS",28.9666666666667,8,128,25.6,-11.6,-89.8627014160156,43.7968940734863,2988,88967,"wisconsin","ADAMS <br> Stops this Month 128 Percent Difference from Average Month -0.116225546605293 <br>"
"ADAMS",28.9666666666667,9,128,25.6,-11.6,-89.8627014160156,43.7968940734863,2988,88967,"wisconsin","ADAMS <br> Stops this Month 128 Percent Difference from Average Month -0.116225546605293 <br>"
"ADAMS",28.9666666666667,10,154,30.8,6.3,-89.8627014160156,43.7968940734863,2988,88967,"wisconsin","ADAMS <br> Stops this Month 154 Percent Difference from Average Month 0.0632911392405064 <br>"
"ADAMS",28.9666666666667,11,118,23.6,-18.5,-89.8627014160156,43.7968940734863,2988,88967,"wisconsin","ADAMS <br> Stops this Month 118 Percent Difference from Average Month -0.185270425776755 <br>"
"ADAMS",28.9666666666667,12,113,22.6,-22,-89.8627014160156,43.7968940734863,2988,88967,"wisconsin","ADAMS <br> Stops this Month 113 Percent Difference from Average Month -0.219792865362486 <br>"
"ADAMS",28.9666666666667,1,222,44.4,53.3,-89.9028091430664,43.8312721252441,2988,88968,"wisconsin","ADAMS <br> Stops this Month 222 Percent Difference from Average Month 0.532796317606444 <br>"
"ADAMS",28.9666666666667,2,133,26.6,-8.2,-89.9028091430664,43.8312721252441,2988,88968,"wisconsin","ADAMS <br> Stops this Month 133 Percent Difference from Average Month -0.0817031070195626 <br>"
"ADAMS",28.9666666666667,3,134,26.8,-7.5,-89.9028091430664,43.8312721252441,2988,88968,"wisconsin","ADAMS <br> Stops this Month 134 Percent Difference from Average Month -0.0747986191024165 <br>"
"ADAMS",28.9666666666667,4,150,30,3.6,-89.9028091430664,43.8312721252441,2988,88968,"wisconsin","ADAMS <br> Stops this Month 150 Percent Difference from Average Month 0.0356731875719218 <br>"
"ADAMS",28.9666666666667,5,208,41.6,43.6,-89.9028091430664,43.8312721252441,2988,88968,"wisconsin","ADAMS <br> Stops this Month 208 Percent Difference from Average Month 0.436133486766398 <br>"
"ADAMS",28.9666666666667,6,110,22,-24.1,-89.9028091430664,43.8312721252441,2988,88968,"wisconsin","ADAMS <br> Stops this Month 110 Percent Difference from Average Month -0.240506329113924 <br>"
"ADAMS",28.9666666666667,7,140,28,-3.3,-89.9028091430664,43.8312721252441,2988,88968,"wisconsin","ADAMS <br> Stops this Month 140 Percent Difference from Average Month -0.0333716915995396 <br>"
"ADAMS",28.9666666666667,8,128,25.6,-11.6,-89.9028091430664,43.8312721252441,2988,88968,"wisconsin","ADAMS <br> Stops this Month 128 Percent Difference from Average Month -0.116225546605293 <br>"
"ADAMS",28.9666666666667,9,128,25.6,-11.6,-89.9028091430664,43.8312721252441,2988,88968,"wisconsin","ADAMS <br> Stops this Month 128 Percent Difference from Average Month -0.116225546605293 <br>"
"ADAMS",28.9666666666667,10,154,30.8,6.3,-89.9028091430664,43.8312721252441,2988,88968,"wisconsin","ADAMS <br> Stops this Month 154 Percent Difference from Average Month 0.0632911392405064 <br>"
"ADAMS",28.9666666666667,11,118,23.6,-18.5,-89.9028091430664,43.8312721252441,2988,88968,"wisconsin","ADAMS <br> Stops this Month 118 Percent Difference from Average Month -0.185270425776755 <br>"
"ADAMS",28.9666666666667,12,113,22.6,-22,-89.9028091430664,43.8312721252441,2988,88968,"wisconsin","ADAMS <br> Stops this Month 113 Percent Difference from Average Month -0.219792865362486 <br>"
"ADAMS",28.9666666666667,1,222,44.4,53.3,-89.9371871948242,43.859920501709,2988,88969,"wisconsin","ADAMS <br> Stops this Month 222 Percent Difference from Average Month 0.532796317606444 <br>"
"ADAMS",28.9666666666667,2,133,26.6,-8.2,-89.9371871948242,43.859920501709,2988,88969,"wisconsin","ADAMS <br> Stops this Month 133 Percent Difference from Average Month -0.0817031070195626 <br>"
"ADAMS",28.9666666666667,3,134,26.8,-7.5,-89.9371871948242,43.859920501709,2988,88969,"wisconsin","ADAMS <br> Stops this Month 134 Percent Difference from Average Month -0.0747986191024165 <br>"
"ADAMS",28.9666666666667,4,150,30,3.6,-89.9371871948242,43.859920501709,2988,88969,"wisconsin","ADAMS <br> Stops this Month 150 Percent Difference from Average Month 0.0356731875719218 <br>"
"ADAMS",28.9666666666667,5,208,41.6,43.6,-89.9371871948242,43.859920501709,2988,88969,"wisconsin","ADAMS <br> Stops this Month 208 Percent Difference from Average Month 0.436133486766398 <br>"
"ADAMS",28.9666666666667,6,110,22,-24.1,-89.9371871948242,43.859920501709,2988,88969,"wisconsin","ADAMS <br> Stops this Month 110 Percent Difference from Average Month -0.240506329113924 <br>"
"ADAMS",28.9666666666667,7,140,28,-3.3,-89.9371871948242,43.859920501709,2988,88969,"wisconsin","ADAMS <br> Stops this Month 140 Percent Difference from Average Month -0.0333716915995396 <br>"
"ADAMS",28.9666666666667,8,128,25.6,-11.6,-89.9371871948242,43.859920501709,2988,88969,"wisconsin","ADAMS <br> Stops this Month 128 Percent Difference from Average Month -0.116225546605293 <br>"
"ADAMS",28.9666666666667,9,128,25.6,-11.6,-89.9371871948242,43.859920501709,2988,88969,"wisconsin","ADAMS <br> Stops this Month 128 Percent Difference from Average Month -0.116225546605293 <br>"
"ADAMS",28.9666666666667,10,154,30.8,6.3,-89.9371871948242,43.859920501709,2988,88969,"wisconsin","ADAMS <br> Stops this Month 154 Percent Difference from Average Month 0.0632911392405064 <br>"
"ADAMS",28.9666666666667,11,118,23.6,-18.5,-89.9371871948242,43.859920501709,2988,88969,"wisconsin","ADAMS <br> Stops this Month 118 Percent Difference from Average Month -0.185270425776755 <br>"
"ADAMS",28.9666666666667,12,113,22.6,-22,-89.9371871948242,43.859920501709,2988,88969,"wisconsin","ADAMS <br> Stops this Month 113 Percent Difference from Average Month -0.219792865362486 <br>"
"ADAMS",28.9666666666667,1,222,44.4,53.3,-89.9486465454102,43.8771095275879,2988,88970,"wisconsin","ADAMS <br> Stops this Month 222 Percent Difference from Average Month 0.532796317606444 <br>"
"ADAMS",28.9666666666667,2,133,26.6,-8.2,-89.9486465454102,43.8771095275879,2988,88970,"wisconsin","ADAMS <br> Stops this Month 133 Percent Difference from Average Month -0.0817031070195626 <br>"
"ADAMS",28.9666666666667,3,134,26.8,-7.5,-89.9486465454102,43.8771095275879,2988,88970,"wisconsin","ADAMS <br> Stops this Month 134 Percent Difference from Average Month -0.0747986191024165 <br>"
"ADAMS",28.9666666666667,4,150,30,3.6,-89.9486465454102,43.8771095275879,2988,88970,"wisconsin","ADAMS <br> Stops this Month 150 Percent Difference from Average Month 0.0356731875719218 <br>"
"ADAMS",28.9666666666667,5,208,41.6,43.6,-89.9486465454102,43.8771095275879,2988,88970,"wisconsin","ADAMS <br> Stops this Month 208 Percent Difference from Average Month 0.436133486766398 <br>"
"ADAMS",28.9666666666667,6,110,22,-24.1,-89.9486465454102,43.8771095275879,2988,88970,"wisconsin","ADAMS <br> Stops this Month 110 Percent Difference from Average Month -0.240506329113924 <br>"
"ADAMS",28.9666666666667,7,140,28,-3.3,-89.9486465454102,43.8771095275879,2988,88970,"wisconsin","ADAMS <br> Stops this Month 140 Percent Difference from Average Month -0.0333716915995396 <br>"
"ADAMS",28.9666666666667,8,128,25.6,-11.6,-89.9486465454102,43.8771095275879,2988,88970,"wisconsin","ADAMS <br> Stops this Month 128 Percent Difference from Average Month -0.116225546605293 <br>"
"ADAMS",28.9666666666667,9,128,25.6,-11.6,-89.9486465454102,43.8771095275879,2988,88970,"wisconsin","ADAMS <br> Stops this Month 128 Percent Difference from Average Month -0.116225546605293 <br>"
"ADAMS",28.9666666666667,10,154,30.8,6.3,-89.9486465454102,43.8771095275879,2988,88970,"wisconsin","ADAMS <br> Stops this Month 154 Percent Difference from Average Month 0.0632911392405064 <br>"
"ADAMS",28.9666666666667,11,118,23.6,-18.5,-89.9486465454102,43.8771095275879,2988,88970,"wisconsin","ADAMS <br> Stops this Month 118 Percent Difference from Average Month -0.185270425776755 <br>"
"ADAMS",28.9666666666667,12,113,22.6,-22,-89.9486465454102,43.8771095275879,2988,88970,"wisconsin","ADAMS <br> Stops this Month 113 Percent Difference from Average Month -0.219792865362486 <br>"
"ADAMS",28.9666666666667,1,222,44.4,53.3,-89.9543762207031,43.8885650634766,2988,88971,"wisconsin","ADAMS <br> Stops this Month 222 Percent Difference from Average Month 0.532796317606444 <br>"
"ADAMS",28.9666666666667,2,133,26.6,-8.2,-89.9543762207031,43.8885650634766,2988,88971,"wisconsin","ADAMS <br> Stops this Month 133 Percent Difference from Average Month -0.0817031070195626 <br>"
"ADAMS",28.9666666666667,3,134,26.8,-7.5,-89.9543762207031,43.8885650634766,2988,88971,"wisconsin","ADAMS <br> Stops this Month 134 Percent Difference from Average Month -0.0747986191024165 <br>"
"ADAMS",28.9666666666667,4,150,30,3.6,-89.9543762207031,43.8885650634766,2988,88971,"wisconsin","ADAMS <br> Stops this Month 150 Percent Difference from Average Month 0.0356731875719218 <br>"
"ADAMS",28.9666666666667,5,208,41.6,43.6,-89.9543762207031,43.8885650634766,2988,88971,"wisconsin","ADAMS <br> Stops this Month 208 Percent Difference from Average Month 0.436133486766398 <br>"
"ADAMS",28.9666666666667,6,110,22,-24.1,-89.9543762207031,43.8885650634766,2988,88971,"wisconsin","ADAMS <br> Stops this Month 110 Percent Difference from Average Month -0.240506329113924 <br>"
"ADAMS",28.9666666666667,7,140,28,-3.3,-89.9543762207031,43.8885650634766,2988,88971,"wisconsin","ADAMS <br> Stops this Month 140 Percent Difference from Average Month -0.0333716915995396 <br>"
"ADAMS",28.9666666666667,8,128,25.6,-11.6,-89.9543762207031,43.8885650634766,2988,88971,"wisconsin","ADAMS <br> Stops this Month 128 Percent Difference from Average Month -0.116225546605293 <br>"
